"filename", "language", "TypeScript", "JSON", "JavaScript", "Markdown", "YAML", "Log", "Shell Script", "JSON with Comments", "MS SQL", "Ignore", "TypeScript JSX", "PostCSS", "Skill", "Python", "Docker", "HTML", "comment", "blank", "total"
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 2, 25, 209
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\product\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 387, 0, 0, 0, 0, 0, 21, 38, 446
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\ProfileAccountSidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 9, 74
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\ProfilePageHeader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\ProfilePageMissingState.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4, 10
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\account-data.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 38
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\account-links.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\account-types.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\orders\CustomerOrdersPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 10, 125
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\orders\[id]\CustomerOrderDetailPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 7, 80
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\orders\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 5, 33
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\orders\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 8, 52
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\password\PasswordSettingsPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 14, 129
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\password\actions.ts", "TypeScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 60
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\profile\password\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 4, 28
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\providers.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 1, 7, 83
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\robots.txt\route.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 32
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\setup\SetupWizard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 749, 0, 0, 0, 0, 0, 19, 53, 821
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\setup\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 3, 14
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\setup\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 9, 10, 120
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\sitemap.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 16, 131
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\ucp\v1\carts\[id]\cancel\route.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 39
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\ucp\v1\carts\[id]\route.ts", "TypeScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 69
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\ucp\v1\carts\route.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\ucp\v1\catalog\lookup\route.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\ucp\v1\catalog\product\route.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\ucp\v1\catalog\search\route.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\app\unauthorized\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 2, 27
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\AppShell.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 3, 11, 167
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\BlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 245, 0, 0, 0, 0, 0, 8, 26, 279
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\CartDrawerLoader.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 8
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\CartTranslator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 33, 211
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\CurrentContentSetter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 2, 7, 26
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\DeferredCartDrawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 6, 24
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\DeferredCartTranslator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 12, 52
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\DeferredGlobalSearch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 12, 69
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\DeferredGoogleTagManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 15, 71
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\DeferredSpeedInsights.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 13, 70
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\FeatureImageHero.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 4, 48
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\FooterNavigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 6, 34
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\GitHubLoginButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 1, 5, 37
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\GlobalSearch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 508, 0, 0, 0, 0, 0, 0, 50, 558
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 1, 4, 51
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\HtmlScriptExecutor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 2, 11, 48
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\LanguageSwitcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 10, 17, 127
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\PublicEnvBootstrap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 14, 4, 31
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\ResponsiveNav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 419, 0, 0, 0, 0, 0, 21, 43, 483
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\SandboxBanner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 18
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\SandboxCredentialsAlert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 5, 30
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\PostCardSkeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 3, 22
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\PostsGridBlock.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 2, 9, 56
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\PostsGridClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 8, 17, 185
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\TestimonialBlock.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 6, 13, 131
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\ecommerceRendererLoaders.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\publicRendererLoaders.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\ButtonBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 7, 11, 93
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\CartBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 18
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\CheckoutBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 4, 20
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\ClientTextBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 298, 0, 0, 0, 0, 0, 2, 29, 329
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\FeaturedProductBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 4, 23
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\FormBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 342, 0, 0, 0, 0, 0, 4, 36, 382
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\HeadingBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 1, 7, 45
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\ImageBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 1, 9, 89
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\PostsGridBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 5, 39
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\ProductDetailsBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 12, 91
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\ProductGridBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 3, 32
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\SectionBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 490, 0, 0, 0, 0, 0, 24, 54, 568
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\SectionSlider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 4, 16, 138
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\TestimonialBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 6, 58
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\TextBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 2, 6, 47
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\VideoEmbedBlockRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 1, 10, 68
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\inline\AlertWidgetRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 7, 50
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\renderers\inline\CtaWidgetRenderer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 8, 39
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\blocks\types.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\env-var-warning.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 2, 34
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\form-message.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 6, 33
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\header-auth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 6, 86
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\privacy\ConsentBanner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 0, 5, 10, 128
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\privacy\ConsentGatedAnalytics.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 4, 8, 60
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\renderers\CachedDynamicLayoutEngine.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 12, 6, 29
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\renderers\DynamicLayoutEngine.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 10, 167
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\renderers\DynamicLayoutEngine.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 381, 0, 0, 0, 0, 0, 14, 70, 465
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\submit-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 5, 24
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\theme-switcher.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 1, 8, 91
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\visual-editing\DeferredVisualEditing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 6, 4, 22
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\components\visual-editing\NextblockVisualEditing.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1004, 0, 0, 0, 0, 0, 15, 154, 1173
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\context\AuthContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 1, 12, 72
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\context\CurrentContentContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 9, 48
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\context\LanguageContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 17, 31, 207
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\context\language-rest-client.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docker-compose.yml", "YAML", 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 220
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docker\db\init\99-jwt.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 2, 7
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docker\db\init\99-roles.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 5, 2, 26
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docker\kong\kong.yml", "YAML", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 113
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\01-PROJECT-OVERVIEW.md", "Markdown", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 95
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\02-ECOMMERCE-CAPABILITIES.md", "Markdown", 0, 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 365
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\03-CMS-AND-EDITOR.md", "Markdown", 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 203
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\04-DATABASE-AND-AUTH.md", "Markdown", 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 253
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\05-DEVELOPER-GUIDE.md", "Markdown", 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 239
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\06-CLI-AND-SCAFFOLDING.md", "Markdown", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 126
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\07-BLOCK-SDK-AND-EXTENSIBILITY.md", "Markdown", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 147
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\08-NEXTBLOCK-CORTEX-AI-ARCHITECTURE.md", "Markdown", 0, 0, 0, 963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 357, 1320
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\09-LIVE-DRAFT-MODE.md", "Markdown", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 105
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\10-CUSTOM-BLOCKS.md", "Markdown", 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 223
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\11-SELF-HOSTED-DOCKER.md", "Markdown", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 174
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\12-VERCEL-DEPLOYMENT.md", "Markdown", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 161
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\README.md", "Markdown", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\docs\TECHNICAL_SPECIFICATION.md", "Markdown", 0, 0, 0, 9594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2914, 12508
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\eslint.config.mjs", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\hooks\use-hotkeys.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 35
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\hooks\useGlobalSearch.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 102
"d:\Websites\nextblock-sandbox\apps\create-nextblock\templates\nextblock-template\index.d.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
